858893	4025.0
1	1346.0
1071378	109150.0
5125	4269.0
763406	60704.0
1071382	27600.0
766733	14.0
716546	157766.0
278028	4836.0
5129	18.0
644352	3231.0
2726947	442.0
716545	8550.0
1799696	112.0
5139	232.0
1072389	2049.0
451870	25626.0
451871	1293.0
4890	2097.0
451868	442.0
110618	94.0
4892	86600.0
73501	397.0
451866	36.0
4893	29320.0
451867	298.0
451864	8124.0
639021	222.0
766764	53068.0
396331	141.0
4909	8246.0
1028384	366.0
665912	2481.0
1043004	2249.0
1873960	2.0
2587410	1892.0
4919	8691.0
474943	3365.0
5178	1562.0
4924	20.0
322104	5807.0
4926	4267.0
2720872	506.0
4930	11938.0
4932	7086.0
1539666	772.0
715340	1949.0
29000	27.0
1535326	2175.0
1535325	234.0
45130	1778.0
71245	1504.0
222543	1037.0
2720871	120.0
5455	2171.0
147538	12201.0
5970	2.0
983644	2630.0
1037660	2804.0
222544	242.0
1442370	2404.0
5204	419.0
5206	9093.0
147541	2764.0
1442369	2842.0
5207	2824.0
147545	46862.0
34395	84491.0
147550	2494.0
1182542	1339168.0
34397	2048.0
147548	446.0
1182541	9380.0
294747	1815.0
1069680	2528.0
5482	1.0
383855	2562.0
1328760	4195.0
171631	828.0
355688	75.0
76657	19.0
5234	1373.0
1897064	1.0
869754	3288.0
1156497	3600.0
33154	2466.0
5506	11311.0
5507	2626.0
35718	245.0
28556	5678.0
4751	10188.0
4753	3618.0
578458	5898.0
578459	1808.0
5014	85.0
5529	2248.0
29849	6.0
746128	2393.0
5533	1004.0
5543	1864.0
984487	540060.0
984486	2632.0
33194	12149.0
324777	20.0
48558	1929.0
715962	1.0
5042	1363.0
45234	326.0
162481	128.0
280754	4404.0
5302	465.0
5303	171.0
27319	810.0
82105	5171.0
27320	906.0
5305	10.0
452284	128.0
27322	2.0
5052	26607.0
452283	50.0
92860	5709.0
650164	2614.0
2707350	1841.0
81093	1207.0
1884633	1640.0
5061	2433.0
2759	12089.0
5579	4000.0
93133	651.0
5581	2949.0
5583	6469.0
43219	547440.0
5332	1878.0
43220	97995.0
5333	1.0
5334	16.0
5338	430.0
40410	3910.0
715989	1603.0
155619	1509.0
155616	1021.0
1296121	8371.0
452333	895.0
490731	4568.0
131567	8948.0
1131492	1980.0
131324	4109.0
