1	117498.0
76803	271.0
315393	235366.0
1104917	4840.0
2497571	1133.0
39686	12758.0
11270	1453.0
11271	24966.0
1788433	14353.0
1788432	7176.0
10508	1560.0
10509	7782.0
1174530	7620.0
322067	2749.0
11290	21536.0
12058	2803.0
1835008	8410.0
10780	4357.0
1980418	3911.0
1980416	12.0
2732555	5.0
1420594	13491.0
11305	387.0
11050	141.0
940834	36468.0
1821750	2563.0
151340	12071.0
151341	332.0
2499606	2221.0
1884456	1314.0
11572	5573.0
643132	661.0
10552	1024.0
2499615	617.0
11577	3823.0
10811	582.0
10814	2326.0
1654822	8570.0
11584	1056.0
212035	259710.0
97344	13881.0
2559587	3171.0
526413	3319.0
2732396	424.0
1534545	8921.0
12103	116.0
325462	175.0
1922884	34211.0
1679172	2597.0
1507401	852.0
1471048	16081.0
1272946	5843.0
11617	19193.0
1608058	12115.0
2560069	1789.0
32612	4048.0
1737586	19109.0
95341	32.0
2560074	838.0
11118	102.0
95342	2561.0
28274	14529.0
40051	2646.0
345201	2331490.0
798073	4599.0
2560080	8.0
1766765	2933.0
1926501	3062.0
1461100	19979.0
2560088	2.0
165250	2673.0
40064	7723.0
10880	3682.0
1608091	20325.0
40067	3528.0
12163	30.0
40068	9269.0
1653395	403159.0
10892	42074.0
2015370	25492.0
11157	1223.0
337043	23683.0
11158	949.0
186778	604.0
934804	1.0
549779	109939.0
1608068	15245.0
1972611	731.0
1891714	1116.0
10912	1.0
1923772	31159.0
689832	54.0
2570372	2705.0
1914297	3.0
2501774	4198.0
2732416	875.0
1308858	39.0
1479613	4164.0
1923510	5907.0
1891762	10544.0
554168	6607.0
1216928	13744.0
333751	20280.0
333750	688.0
40119	4346.0
40120	6139.0
2560155	52.0
2017757	2314.0
11974	2222.0
2732005	26.0
660955	3881.0
2501367	19.0
2732539	554.0
1972682	396.0
464095	1142.0
2169595	13043.0
1193422	6671.0
158685	32142.0
2508230	12.0
673515	42808.0
2733256	847.0
1980415	238.0
1980413	162.0
1046251	17299.0
1980410	82.0
884200	6476.0
1658615	94513.0
204269	19881.0
2509513	4709.0
2560200	499.0
41459	4344.0
694014	14307.0
1094373	46739.0
10486	2.0
694013	46.0
68347	9976.0
10491	146130.0
675063	22.0
10239	4489.0
