taxon_id	name
1788436	Bat mastadenovirus WIV9
490913	Sulfitobacter phage EE36phi1
10831	Tomato golden mosaic virus
1814286	Flavobacterium phage Fpv6
687803	Cyanophage S-RIM50
555460	Okra mottle virus
194802	Vibrio phage VpV262
1960046	Hom-1 vesivirus
234829	Tomato begomovirus satellite DNA beta
336486	Turkeypox virus
1544364	Microviridae IME-16
1922390	Beihai hermit crab virus 3
240426	unassigned Chordopoxvirinae
1406795	Salmonella phage Maynard
1922391	Beihai hermit crab virus 4
1843768	Duck faeces associated circular DNA virus 1
1843769	Duck faeces associated circular DNA virus 2
1843770	Duck faeces associated circular DNA virus 3
12267	Red clover necrotic mosaic virus
36452	Cercopithecine betaherpesvirus 5
1813781	Salmonella phage 118970_sal1
1813782	Salmonella phage 118970_sal2
73494	Apple dimple fruit viroid
1538550	Ethiopian tobacco bushy top virus satellite RNA
699370	Thermus phage TMA
1846169	Macaca nemestrina herpesvirus 7
798072	Tuhoko virus 1
798074	Tuhoko virus 3
798073	Tuhoko virus 2
1235645	Propionibacterium phage PHL010M04
1052673	Mycobacterium phage Thibault
1922922	Hubei macula-like virus 1
650488	Pelargonium zonate spot virus
1986477	Bemisia-associated genomovirus AdDF
1391746	Tomato yellow leaf curl Saudi virus
1589751	Bacteriophage Lily
196399	Arabis mosaic virus small satellite RNA
1235661	Pseudomonas phage UFV-P2
33760	Prune dwarf virus
1923454	Shahe sobemo-like virus 1
1608123	Wuhan Louse Fly Virus 9
1815608	Mycobacterium phage Brocalys
1262528	Halovirus HVTV-1
1608119	Wuhan Louse Fly Virus 5
1655652	Microviridae Fen2266_11
1911435	Gata virus
1916138	Rio Chico virus
1685728	Lake Sarah-associated circular molecule 3
159183	unclassified Lymphocystivirus
1685724	Lake Sarah-associated circular molecule 1
187978	Peru tomato mosaic virus
1685732	Lake Sarah-associated circular molecule 7
1685731	Lake Sarah-associated circular molecule 6
1685730	Lake Sarah-associated circular molecule 5
1685729	Lake Sarah-associated circular molecule 4
1081702	Tamus red mosaic virus
1357704	Proteus phage PM16
1685734	Lake Sarah-associated circular molecule 9
1486660	Bacillus phage Hoody T
35345	Lactococcus phage TP901-1
270478	Zantedeschia mild mosaic virus
872294	Staphylococcus virus SAP26
188333	Ageratum enation virus
28348	Sweet clover necrotic mosaic virus
126283	unclassified Simplexvirus
1391433	Mycobacterium phage Zaka
520962	Ralstonia phage RSM3
11665	Equine infectious anemia virus
384359	Ralstonia phage RSM1
37206	Omegatetravirus
1852625	Klebsiella phage vB_KpnM_KpV477
10702	Streptomyces phage VWB
765147	Kenkeme virus
1849335	Arabidopsis halleri partitivirus 1
766791	Mink coronavirus strain WD1127
127509	Vibrio virus Vf33
1464786	Laodelphax striatella honeydew virus 1
717641	Aveparvovirus
1126949	B4virus
1631554	Bovine nidovirus TCH5
442302	Porcine picobirnavirus
1655648	Microviridae Bog5275_51
1278479	Cyanophage S-RIM32
1541819	Mycobacterium phage Omnicron
536084	Tomato common mosaic virus
1778573	Ctenophore-associated circular genome 4
1435497	Trichechus manatus papillomavirus 4
1778572	Ctenophore-associated circular genome 3
1922607	Beihai picorna-like virus 61
1993907	Longan witches broom-associated virus
160844	Narcissus common latent virus
1922609	Beihai picorna-like virus 63
307110	Cotton leaf curl Bangalore virus
1922608	Beihai picorna-like virus 62
10239	Viruses
1922611	Beihai picorna-like virus 65
1922610	Beihai picorna-like virus 64
1647475	Gordonia phage GTE8
1340820	Mycobacterium phage Jabbawokkie
981323	Gordonia phage GTE2
319522	Gordonia phage GTE5
1100814	Gordonia phage GTE7
1647474	Gordonia phage GTE6
1843766	Chamois faeces associated circular DNA virus 1
10484	Campoletis sonorensis ichnovirus
1821722	Mycobacterium phage EvilGenius
1654356	Thika virus
674996	Cotton leaf curl Shadadpur virus
1348439	Niakha virus
1922893	Hubei endorna-like virus 1
347325	Septima3virus
1227357	Datura leaf distortion virus
33748	Simian T-lymphotropic virus 2
39101	Simian T-lymphotropic virus 3
391090	Tomato yellow leaf curl betasatellite
1792583	Tobacco mosqueado virus
10817	African cassava mosaic virus
424363	Pipistrellus bat coronavirus HKU5
1535802	Gairo mammarenavirus
871521	Sida golden mosaic Florida virus-Malvastrum
12907	Hop latent viroid
1775140	Bacillus phage vB_BhaS-171
1648484	Antarctic picorna-like virus 4
1560313	Lactococcus phage WRP3
644524	Burkholderia virus Bcepil02
324900	Marnavirus
1482319	Casuarina virus
1357715	Microcystis phage MaMV-DC
1648483	Antarctic picorna-like virus 3
10784	Bocaparvovirus
1589755	Paenibacillus phage Sitara
232237	Xp10virus
310953	Enterobacteria phage G4 sensu lato
1445858	Enterococcus phage IME-EFm1
591487	Mycobacterium phage Phlyer
1718158	Enterococcus phage IME-EFm5
1692254	Lytechinus variegatus variable sea urchin associated circular virus
219596	Tobacco curly shoot betasatellite
53188	Coleus blumei viroid 2
53190	Coleus blumei viroid 3
53187	Coleus blumei viroid 1
651134	Coleus blumei viroid 6
1536596	Pseudomonas phage H70
598747	Coleus blumei viroid 5
1454022	Dragonfly larvae associated circular virus-10
1923652	Wenzhou shrimp virus 5
1480065	Treisepsilonpapillomavirus
1129191	Kp36virus
1923654	Wenzhou shrimp virus 7
686439	Clavibacter phage CMP1
31741	Tritimovirus
263531	Possum enterovirus W1
1887643	Gordonia phage CaptainKirk2
1643324	Bacillus phage phi4B1
1538101	Small begomovirus-associated satellite
10568	Pipapillomavirus
1452514	Sosuga virus
12266	Dianthovirus
686945	Lolium latent virus
1664247	Achromobacter phage phiAxp-3
307240	unclassified Tectivirus
1796995	Arthrobacter phage KellEzio
1051138	Mycobacterium virus Doom
904698	Arumowot virus
77048	Methanobacterium phage psiM2
1327980	Cellulophaga phage phi17:1
386793	Pseudomonas phage LKA1
352882	Angelonia flower break virus
1821560	Gordonia phage Phinally
109270	Equine foamy virus
1906170	Bastrovirus-like_virus/VietNam/Bat/17819_21
1327035	Mycobacterium phage CASbig
10579	Betapapillomavirus
683179	Saccharum streak virus
1718600	Mycobacterium phage Mufasa
1922683	Beihai sobemo-like virus 12
1922948	Hubei narna-like virus 18
1922949	Hubei narna-like virus 19
1458863	Shewanella sp. phage 3/49
1922945	Hubei narna-like virus 15
1922947	Hubei narna-like virus 17
103722	Maculavirus
1922942	Hubei narna-like virus 12
1922943	Hubei narna-like virus 13
1206545	Klebsiella phage 0507-KN2-1
85650	Betatetravirus
111418	Zucchini green mottle mosaic virus
1810952	Clo Mor virus
1623686	Bat polyomavirus 6d
1623689	Bat polyomavirus 6b
1623688	Bat polyomavirus 6c
1623685	Bat polyomavirus 6a
616674	Cyanophage SS120-1
114871	unclassified Amalgaviridae
312349	Procyon lotor papillomavirus 1
10375	Lymphocryptovirus
11121	Gammacoronavirus
1923195	Hubei sobemo-like virus 10
1923196	Hubei sobemo-like virus 11
1923197	Hubei sobemo-like virus 12
1923198	Hubei sobemo-like virus 13
1289570	Haemophilus phage HP1
1923200	Hubei sobemo-like virus 15
1923201	Hubei sobemo-like virus 16
157239	Haemophilus phage HP2
1608091	Wenzhou Crab Virus 1
1495866	Cat Que virus
10493	Frog virus 3
77647	Cotton leaf crumple virus
1476902	Vibrio phage X29
466051	P23virus
1923579	Wenzhou narna-like virus 4
1923582	Wenzhou narna-like virus 7
1922434	Beihai mollusks virus 1
1805952	Bacillus phage NotTheCreek
1464778	Cassava Ivorian bacilliform virus
1923578	Wenzhou narna-like virus 3
1837830	Bacillus phage SalinJah
1923663	Wenzhou tombus-like virus 10
1923664	Wenzhou tombus-like virus 11
1923665	Wenzhou tombus-like virus 12
1871153	Nylanderia fulva virus 1
39443	Carnation Italian ringspot virus
1923583	Wenzhou narna-like virus 8
182494	Human parvovirus B19
1923670	Wenzhou tombus-like virus 17
1229789	Propionibacterium phage P100D
1922435	Beihai mollusks virus 2
10848	Enterobacteria phage phiK
1888309	Washington bat picornavirus
359961	Bacillus virus Wbeta
644609	Nyamiviridae
243550	Calicivirus isolate TCG
1629669	unclassified Ourmiavirus
1972569	Perinet vesiculovirus
1117633	Tailam virus
757342	Pseudomonas phage JG004
889953	Cyanophage KBS-S-2A
1906245	Moku virus
1868169	Salmonella phage GG32
10708	Pseudomonas virus D3112
1516080	HCBI9.212 virus
1407058	Ageratum yellow vein India alphasatellite
12426	unclassified T5likevirus
1358124	unclassified Cjwunalikevirus
1605995	Sweet potato leaf curl Henan4 virus
425279	Rehmannia mosaic virus
1604875	Sumatran orang-utan polyomavirus
188524	Felis domesticus papillomavirus type 1
1869278	Porcine pegivirus
48200	Macluravirus
1608137	Wuhan Tick Virus 1
1698451	Bacillus phage AvesoBmore
11587	Punta Toro virus
995049	Sweet potato vein clearing virus
1463809	Mycobacterium phage 39HC
1608138	Wuhan Tick Virus 2
1792253	Mycobacterium phage Catalina
10878	Cystovirus
1193420	Goose aviadenovirus A
59504	Petuvirus
12319	Apple mosaic virus
1661257	Sclerotinia sclerotiorum megabirnavirus 1
11122	Infectious bronchitis virus
348449	Raphanus sativus cryptic virus 1
351495	Raphanus sativus cryptic virus 2
580254	Raphanus sativus cryptic virus 3
1961162	Picobirnavirus dog/KNA/2015
518987	Influenza B virus (B/Lee/1940)
1949201	Fathead minnow calicivirus
1922554	Beihai picorna-like virus 125
219704	Avian adeno-associated virus ATCC VR-865
1329649	Bat bocavirus
1606763	Mycobacterium phage Kratio
173824	Methanothermobacter phage psiM100
1930507	Basavirus sp.
339420	Blackberry chlorotic ringspot virus
56879	Marafivirus
185954	Mal de Rio Cuarto virus
10507	unclassified Chlorovirus
313629	Chlamydia phage 4
105154	Chlamydia phage 2
129395	Gammaflexiviridae
667093	Broome virus
1159907	White-eye coronavirus HKU16
693627	Betafusellovirus
1472912	Nitrincola phage 1M3-16
2010332	Tomato leaf curl Laguna betasatellite
64894	Phnom Penh bat virus
163655	Hollyhock leaf crumple virus
374077	Epsilonpapillomavirus 1
1918014	Botrytis porri botybirnavirus 1
400394	Telosma mosaic virus
68558	Adeno-associated virus - 1
10804	Adeno-associated virus - 2
46350	Adeno-associated virus - 3
57579	Adeno-associated virus - 4
10798	Erythroparvovirus
60714	Gallantivirus
202812	Adeno-associated virus - 7
202813	Adeno-associated virus - 8
1048854	Munguba virus
313629	unclassified Chlamydiamicrovirus
55216	Tomato yellow vein streak virus
561996	Mycobacterium virus Brujita
329641	unclassified Bocaparvovirus
1805492	Pyrobaculum filamentous virus 1
379329	Stx2-converting phage 86
219704	unclassified Dependovirus
341685	Okra leaf curl Mali virus satellite DNA beta
1388882	Cangyuan orthoreovirus
1002921	Porcine sapelovirus 1
904722	Anhanga virus
318852	Oak-Vale virus
1193422	Goose adenovirus 4
459291	Sulfolobus spindle-shaped virus 5
459290	Sulfolobus spindle-shaped virus 4
693628	Sulfolobus spindle-shaped virus 7
693627	Sulfolobus spindle-shaped virus 6
1335768	Tomato yellow leaf curl Yunnan virus
548914	Elephant endotheliotropic herpesvirus 4
244590	Sulfolobus spindle-shaped virus 2
1605721	Pandoravirus inopinatum
1821727	Mycobacterium phage Shipwreck
223345	Tomato leaf curl Laos virus
152217	Gremmeniella abietina RNA virus L1
1188794	Xanthomonas virus CP1
279539	Gremmeniella abietina RNA virus L2
561999	Mycobacterium phage Troll4
159153	Planococcus citri densovirus
1483485	Ralstonia phage RS138
1815581	Grapevine leafroll-associated virus 13
367121	Grapevine leafroll-associated virus 10
1923425	Shahe isopoda virus 5
83544	Chinese wheat mosaic virus
1522059	Bovine astrovirus CH13
1923686	Wuchan romanomermis nematode virus 2
29260	Modoc virus group
1204514	Vibrio phage KVP40
382359	Synechococcus phage syn9
1183239	Salisaeta icosahedral phage 1
28369	Mycobacterium virus D29
1923421	Shahe isopoda virus 1
1922378	Wenling chuvirus-like virus 2
1922377	Wenling chuvirus-like virus 1
238817	Maporal virus
487311	Anopheles gambiae densovirus
292029	Staphylococcus virus G1
1808960	Phomopsis longicolla circular virus 1
1131702	Persea americana alphaendornavirus 1
151528	unassigned Autographivirinae
1329402	Eptesipox virus
1922711	Beihai tiger crab virus 1
260377	Tomato yellow leaf curl Mali virus
191032	Cereal yellow dwarf virus-RPV satellite RNA
1610508	Citrobacter phage phiCFP-1
1296655	Bacillus phage JL
195060	Potato yellow dwarf nucleorhabdovirus
1642018	Cherax quadricarinatus densovirus
743026	Okra yellow crinkle Cameroon alphasatellite [CM:Lys1sp2:09]
336959	Chicken astrovirus
1354508	Mycobacterium phage Bane1
1150992	Ralstonia phage RSS0
384360	Ralstonia phage RSS1
1323523	Hop trefoil cryptic virus 2
1923698	Wuhan fly virus 4
1923699	Wuhan fly virus 5
761701	Soybean mild mottle virus
1922483	Beihai noda-like virus 29
10265	Capripoxvirus
1472717	Enhydra lutris papillomavirus 1
11711	Simian immunodeficiency virus
756282	Cbastvirus
215158	Salmonella phage epsilon15
230407	Mycoreovirus
455649	Spiroplasma virus SkV1CR23x
31535	Pseudomonas virus D3
1972570	Malpais Spring vesiculovirus
12348	Lactobacillus phage LL-H
1093773	Mirabilis jalapa mottle virus
1141139	Enterobacteria phage vB_EcoP_ACG-C91
709484	Cc31virus
10897	African horse sickness virus
12809	Raspberry ringspot virus
1147150	Enterobacteria phage mEp235
1147151	Enterobacteria phage mEp237
1907767	Pigeon adenovirus 2
1884832	Gompholobium virus A
447602	Sida yellow vein Vietnam virus satellite DNA beta
10844	Bullavirinae
552525	Cecivirus
1228012	Spodoptera exigua iflavirus 2
1111710	Spodoptera exigua iflavirus 1
1029988	Erwinia phage phiEaH2
1476889	Lactococcus phage P162
207246	Avian avulavirus 3
35302	Avian avulavirus 2
740710	Avian avulavirus 5
28274	Avian avulavirus 4
622416	Avian avulavirus 7
157619	Avian avulavirus 6
580247	Avian avulavirus 9
623144	Avian avulavirus 8
1849534	Fusarium poae virus 1-240374
314496	Tomato mild yellow leaf curl Aragua virus
1391027	unclassified Gemycircularvirus
457382	Phaius virus X
1874540	Pseudoalteromonas phage PH1
1510155	Falconid herpesvirus 1
380442	Nkolbisson virus
436242	Pepper leaf curl virus satellite DNA beta
1923735	Wuhan insect virus 31
35306	Simbu orthobunyavirus
1218490	Torque teno zalophus virus 1
1535247	Saimiriine betaherpesvirus 4
1112631	Bat Paramyxovirus Eid_hel/GH-M74a/GHA/2009
674982	Ceratocystis resinifera virus 1
12301	Broad bean mottle virus
1505225	Acinetobacter phage YMC-13-01-C62
673832	Phifelvirus
269060	Euphorbia leaf curl virus
1233675	Honeysuckle yellow vein Kagoshima virus
114922	Carrot thin leaf virus
1895333	Sulfolobus islandicus rudivirus 3
1608058	Lishi Spider Virus 2
52135	Tomato infectious chlorosis virus
40059	Palyam virus
1283078	Pelagibacter phage HTVC011P
1108810	Feline picornavirus
1930302	Chicken stool-associated circular virus
306276	Yunnan orbivirus
1391188	Bacillus phage CP-51
11859	Alpharetrovirus
1034105	Mycobacterium phage Toto
192452	Cocksfoot streak virus
263004	Sweet potato chlorotic fleck virus
1133292	Brucella phage Tb
1195075	Mycobacterium phage Smeadley
1923004	Hubei odonate virus 9
1922440	Beihai narna-like virus 13
1922393	unclassified Hypoviridae
2014603	Dromedary camel bocaparvovirus 1
318843	Almpiwar virus
70203	Vibrio virus fs1
1074325	Sclerotinia sclerotiorum hypovirus 1
1423347	Sclerotinia sclerotiorum hypovirus 2
649890	Broad bean true mosaic virus
1572715	Salmonella phage Shivani
220608	Tomato leaf curl Bangalore virus
72539	Physalis mottle virus
172296	Copiparvovirus
1917013	Bosavirus MS-2016a
1603964	Lesavirus 2
1327760	Streptomyces phage Zemlya
420684	Pumpkin yellow mosaic Malaysia virus
12274	Grapevine fanleaf virus
1229784	Propionibacterium phage P14.4
1923464	Shuangao alphatetra-like virus 1
930275	Cotia virus SPAn232
362692	Oryza rufipogon alphaendornavirus
1777052	Pseudomonas phage JBD44
83810	Permutotetraviridae
1416349	Equine hepacivirus JPN3/JAPAN/2013
1698366	Mycobacterium phage Chadwick
112229	Pepino mosaic virus
1472425	Prunus virus T
154834	Panicum mosaic satellite virus
11795	Friend murine leukemia virus
1173749	Sp31virus
1792245	Bacillus phage Deep Blue
1814283	Flavobacterium phage Fpv20
887827	Chickpea redleaf virus
1655650	Gokushovirinae Bog8989_22
496807	Eragrostis streak virus
593131	Pseudomonas phage phi2954
11181	Newcastle disease virus B1
128708	Salterprovirus
1873891	Mycobacterium phage Papez
663557	Mycobacterium virus Peaches
39752	Entomobirnavirus
12558	Sesbania mosaic virus
1887647	Gordonia phage Ghobes
1923696	Wuhan coneheads virus 2
1923695	Wuhan coneheads virus 1
217686	Little cherry virus 1
154339	Little cherry virus 2
1087068	Aspergillus foetidus dsRNA mycovirus
2010280	Wilkie narna-like virus 1
2010281	Wilkie narna-like virus 2
652109	Pothos latent virus
1462608	Pseudomonas phage KPP25
1843756	Sheep faeces associated smacovirus 1
1678082	Pseudomonas phage KPP21
1843758	Sheep faeces associated smacovirus 3
11768	Feline leukemia virus
12195	Potyviridae
39103	Lactobacillus phage PL-1
683735	Aggregatibacter phage S1249
1074303	Mycobacterium virus Drago
582382	Pseudomonas phage SN
139034	unclassified Densovirinae
1283338	Staphylococcus phage Twort
327280	Okra yellow mosaic Mexico virus
45224	Leek white stripe virus
1589750	Paenibacillus phage Diva
1236047	Culex originated Tymoviridae-like virus
484895	Pseudomonas phage LUZ24
1131248	Mycobacterium phage Rosebush
28321	Amsacta moorei entomopoxvirus
242527	Burkholderia virus Bcep22
463392	Black raspberry virus F
445516	Staphylococcus phage tp310-2
445517	Staphylococcus phage tp310-3
754050	Vibrio phage pYD38-A
445515	Staphylococcus phage tp310-1
1461100	Acanthamoeba polyphaga mimivirus
1508224	Lucheng Rn rat coronavirus
11619	Junin mammarenavirus
1310424	Verticillium dahliae partitivirus 1
1574422	Dromedary stool-associated circular ssDNA virus
1788315	Rat bocavirus
1883369	Synechococcus phage S-CAM9
754038	Synechococcus phage S-CAM8
706526	Phocoena phocoena papillomavirus 2
1983552	Sulfolobus islandicus rod-shaped virus 9
1983551	Sulfolobus islandicus rod-shaped virus 8
754037	Synechococcus phage S-CAM1
1983549	Sulfolobus islandicus rod-shaped virus 6
1883366	Synechococcus phage S-CAM3
1983547	Sulfolobus islandicus rod-shaped virus 4
157899	Sulfolobus islandicus rod-shaped virus 2
282066	Sulfolobus islandicus rod-shaped virus 1
259931	Ross's goose hepatitis B virus
1883200	Escherichia phage Envy
53988	Microplitis demolitor bracovirus
858517	Cleome golden mosaic virus
1690684	Mycobacterium phage Phlei
546183	Mycobacterium virus Kostya
424944	Jerseyvirus
158683	Toursvirus
11232	Canine morbillivirus
1414738	Shigella phage pSb-1
196242	Enterobacteria phage BP-4795
520973	Calicivirus pig/AB90/CAN
10547	Aviadenovirus
1198147	unclassified Poacevirus
1804154	Marine RNA virus PAL156
33727	Marburg marburgvirus
1315259	Human papillomavirus type 166
998829	Dyonupapillomavirus
1315262	Human papillomavirus type 163
1843773	Porcine stool-associated circular virus
198833	Vesicular stomatitis Alagoas virus
1592335	Pseudoplusia includens SNPV IE
1923777	Xinzhou toro-like virus
10875	Plectrovirus
1788450	Circovirus-like genome DHCV-1
670251	Leucas zeylanica yellow vein virus satellite DNA beta
1788452	Circovirus-like genome DHCV-3
1788451	Circovirus-like genome DHCV-2
1788454	Circovirus-like genome DHCV-5
1072178	Vernonia yellow vein Fujian virus alphasatellite
37124	Chikungunya virus
1788455	Circovirus-like genome DHCV-6
1416008	Achromobacter phage JWAlpha
503388	Lactococcus phage asccphi28
546185	Mycobacterium virus Porky
880159	Bathycoccus sp. RCC1105 virus BpV1
1608086	Tacheng Tick Virus 4
1608087	Tacheng Tick Virus 5
1608088	Tacheng Tick Virus 6
1608089	Tacheng Tick Virus 7
1608083	Tacheng Tick Virus 1
1608085	Tacheng Tick Virus 3
1582155	Clostridium phage phiCD506
294369	Solenopsis invicta virus-1
12657	Equid gammaherpesvirus 2
932071	Abutilon mosaic Bolivia virus
10371	Equid gammaherpesvirus 5
1550518	Koolpinyah virus
1611877	Adana virus
322053	Konjac mosaic virus
1678208	Rhizoctonia solani RNA virus HN008
37961	Atkinsonella hypoxylon virus
1798085	Piscine myocarditis-like virus
1923296	Hubei tombus-like virus 9
1923295	Hubei tombus-like virus 8
1128424	Betanudivirus
1923277	Hubei tombus-like virus 3
1923266	Hubei tombus-like virus 2
1923255	Hubei tombus-like virus 1
1923294	Hubei tombus-like virus 7
1923293	Hubei tombus-like virus 6
1923292	Hubei tombus-like virus 5
1923288	Hubei tombus-like virus 4
11976	Lagovirus
264729	Burkholderia virus BcepMu
1448276	Streptococcus phage IC1
62079	East African cassava mosaic virus
1131485	Artibeus jamaicensis parvovirus 1
55987	Isavirus
1089117	Mycobacterium phage Blue7
262862	Norovirus GIV
1084717	Porcine bocavirus 4-1
157270	Gooseberry vein banding associated virus
151534	Lactococcus phage bIL311
151538	Lactococcus phage bIL310
10492	Ranavirus
52276	Norovirus GII
38251	Goose parvovirus
1074210	Mouse astrovirus M-52/USA/2008
1406793	Clavibacter phage CN1A
1382295	Inachis io cypovirus 2
1162304	Clostridium phage phiCP7R
1543201	Salmonella phage BP12B
1543203	Salmonella phage BP12C
1543199	Salmonella phage BP12A
683172	Astrovirus MLB2
1247114	Astrovirus MLB3
568715	Astrovirus MLB1
1165702	Staphylococcus phage phi7401PVL
1441799	Faba bean necrotic stunt alphasatellite 1
1922567	Beihai picorna-like virus 24
1922570	Beihai picorna-like virus 27
1922569	Beihai picorna-like virus 26
1922564	Beihai picorna-like virus 21
1922563	Beihai picorna-like virus 20
1922566	Beihai picorna-like virus 23
1217810	Pectobacterium phage PP1
55097	Mobala mammarenavirus
258326	unclassified Cytorhabdovirus
1837842	Escherichia phage 64795_ec1
687339	Iotatorquevirus
1564182	San Miguel sea lion virus 8
1963260	Sunflower ring blotch virus
1685770	Lake Sarah-associated circular virus-41
1685769	Lake Sarah-associated circular virus-40
1685772	Lake Sarah-associated circular virus-43
128948	Sudan ebolavirus
1685774	Lake Sarah-associated circular virus-45
1685773	Lake Sarah-associated circular virus-44
1685776	Lake Sarah-associated circular virus-47
1685775	Lake Sarah-associated circular virus-46
1685778	Lake Sarah-associated circular virus-49
1685777	Lake Sarah-associated circular virus-48
1211388	Apple green crinkle associated virus
198503	Simian adenovirus 21
585059	Simian adenovirus 20
11301	unassigned Rhabdoviridae
175567	Simian adenovirus 25
754041	Synechococcus phage S-RIP1
320841	Staphylococcus virus EW
754040	Synechococcus phage S-RIP2
1572744	Mannheimia phage vB_MhM_587AP1
1804155	Marine RNA virus PAL438
638358	Eragrostis curvula streak virus
11240	Phocine morbillivirus
331278	Yersinia phage phiR1-37
1636546	Tsukamurella phage TIN3
1463811	Mycobacterium phage Hosp
1027947	Macrobrachium rosenbergii Taihu virus
1161931	Agrobacterium phage 7-7-1
382262	Prochlorococcus phage P-GSP1
490103	Escherichia virus phiEco32
1622234	Citrobacter phage CVT22
261939	Malacoherpesviridae
73497	Sphaeropsis sapinea RNA virus 1
73498	Sphaeropsis sapinea RNA virus 2
1327759	Streptomyces phage Sujidade
1172196	Chicken calicivirus
40060	Umatilla virus
12154	Turnip yellow mosaic virus
1086800	Mycobacterium phage Violet
46024	unclassified Betaretrovirus
101570	Enterobacteria phage ES18
1391431	Mycobacterium phage Conspiracy
1527771	Mesorhizobium phage vB_MloP_Lo5R7ANS
10837	Digitaria streak virus
121791	Nipah henipavirus
75387	Apricot latent virus
1505026	Staphylococcus phage 3MRA
1701807	Acinetobacter phage vB_AbaP_PD-6A3
348058	Salmonella phage epsilon34
12169	Potato virus S
507488	Cynomolgus adenovirus 1
40640	Potato virus V
1922428	Beihai mantis shrimp virus 1
12183	Potato virus X
12216	Potato virus Y
1414655	Pepper chlorotic spot virus
432198	Enterobacteria phage HK106
438482	Synechococcus phage Syn5
12215	Potato virus A
1654603	Areca palm velarivirus 1
1887652	Gordonia phage Remus
1872719	Botrytis ourmia-like virus
573993	Chaetoceros socialis f. radians RNA virus 01
12167	Potato virus M
1622279	Bahig virus
1888311	Bat tymo-like virus
1853865	Euphorbia caput-medusae latent virus
437060	Ageratum yellow vein Hualian virus
1239574	Mamastrovirus 10
172220	Blueberry red ringspot virus
1636183	Streptomyces phage YDN12
1154689	Alphasphaerolipovirus
1054967	unclassified Phieco32likevirus
1698421	Staphylococcus phage phiJB
1766827	unclassified Turncurtovirus
1572745	Mannheimia phage vB_MhS_587AP2
673515	Mosquito flavivirus
444862	Prochlorococcus phage P-RSM4
928297	Bovine ephemeral fever virus
1296655	Cp51virus
1737555	Passionfruit leaf distortion virus
1732063	Staphylococcus phage SPbeta-like
11746	Betaretrovirus
31768	Hepatitis E virus
1647385	Delftia phage IME-DE1
136162	unclassified Potexvirus
1089110	Mycobacterium phage Akoma
40064	Great Island virus
1415145	Xylella phage Paz
1923316	Hubei toti-like virus 5
1923222	Hubei sobemo-like virus 35
1081055	Canis familiaris papillomavirus 8
1513269	Canis familiaris papillomavirus 6
658423	Canis familiaris papillomavirus 2
1511885	Canine bocavirus 1
1886606	Callistephus mottle virus
1770613	Thelephora terrestris virus 1
46436	Beet soil-borne virus
1416021	Sakobuvirus
185879	unclassified Brevidensovirus
64310	Kadam virus
259898	Sheldgoose hepatitis B virus
694581	Marseillevirus
10559	Papillomaviridae
654908	Sulfolobus islandicus filamentous virus
1508710	Roundleaf bat hepatitis B virus
764030	Pigeon aviadenovirus A
1588048	Tadarida brasiliensis polyomavirus 1
292472	Pepper yellow leaf curl Indonesia virus
1922436	Beihai narna-like virus 1
1922447	Beihai narna-like virus 2
1841195	Quezon virus
1922456	Beihai narna-like virus 4
12360	Phietavirus
1922458	Beihai narna-like virus 6
31743	Sweet potato latent virus
1922460	Beihai narna-like virus 8
1922461	Beihai narna-like virus 9
1296662	Brevibacillus phage Davies
1357321	Porcine respirovirus 1
37554	Escherichia virus HK97
1529392	Caprine parainfluenza virus 3
155148	Salmonella phage HK620
714308	Rhynchosia mild mosaic virus
240559	Tobacco curly shoot alphasatellite
1229753	Escherichia phage phAPEC8
179237	Sinorhizobium phage PBC5
188938	Pronghorn antelope pestivirus
1712570	Kasokero virus
10680	P2virus
1922925	Hubei mosquito virus 1
1922927	Hubei mosquito virus 3
1922926	Hubei mosquito virus 2
1922928	Hubei mosquito virus 4
1843771	Llama faeces associated circular DNA virus-1
1923106	Hubei picorna-like virus 26
1500807	Propionibacterium phage PHL070N00
1922749	Beihai weivirus-like virus 20
1922750	Beihai weivirus-like virus 21
208084	Grapevine Algerian latent virus
1825931	Tomato yellow leaf curl Shuangbai virus - [Y4536]
1692107	Fengkai orbivirus
252584	Pieris rapae granulovirus
1716042	Pseudomonas phage PaoP5
1816488	Cronartium ribicola mitovirus 5
486898	Tomato leaf curl Bangalore virus-[Ban5] satellite DNA beta
467989	Imjin virus
333968	Dolichos yellow mosaic virus
170325	Canid alphaherpesvirus 1
77028	Melon yellow spot virus
999883	unassigned Marseilleviridae
310539	Listonella phage phiHSIC
1923688	Wuchang cockroach Virus 4
2010265	Aedes alboannulatus toti-like virus 1
1737522	Bank vole polyomavirus
1349999	Goose astrovirus
447597	Sida yellow vein Vietnam alphasatellite
331642	Newbury agent 1
41678	Siadenovirus
1655660	Microviridae Fen7895_21
1922689	Beihai sobemo-like virus 18
1498212	Bacillus phage JBP901
1922687	Beihai sobemo-like virus 16
1922688	Beihai sobemo-like virus 17
1922685	Beihai sobemo-like virus 14
552509	Leptopilina boulardi filamentous virus
1090134	Salmonella phage SPN3US
1922684	Beihai sobemo-like virus 13
1922681	Beihai sobemo-like virus 10
1922682	Beihai sobemo-like virus 11
1920989	Diabrotica virgifera virgifera virus 3
146015	Proboscivirus
1437839	Mycobacterium phage Echild
1608101	Wuhan Fly Virus 1
1608102	Wuhan Fly Virus 2
1147140	Salmonella phage SPN3UB
11036	Venezuelan equine encephalitis virus
