#tax_id	genomic_nucleotide_accession.version
61420	NW_022475324.1
61420	NW_022475351.1
61420	NW_022475363.1
61420	NW_022475364.1
61420	NW_022475365.1
61420	NW_022475366.1
61420	NW_022475367.1
61420	NW_022475368.1
61420	NW_022475390.1
61420	NW_022475369.1
61420	NW_022475370.1
61420	NW_022475371.1
61420	NW_022475372.1
61420	NW_022475373.1
61420	NW_022475374.1
61420	NW_022475375.1
61420	NW_022475376.1
61420	NW_022475377.1
61420	NW_022475378.1
61420	NW_022475379.1
61420	NW_022475380.1
61420	NW_022475381.1
61420	NW_022475382.1
61420	NW_022475391.1
61420	NW_022475392.1
61420	NW_022475393.1
61420	NW_022475394.1
61420	NW_022475395.1
61420	NW_022475396.1
61420	NW_022475397.1
61420	NW_022475398.1
61420	NW_022475399.1
61420	NW_022475400.1
61420	NW_022475401.1
61420	NW_022475402.1
61420	NW_022475403.1
61420	NW_022475404.1
61420	NW_022475405.1
61420	NW_022475406.1
61420	NW_022475407.1
61420	NW_022475408.1
61420	NW_022475409.1
61420	NW_022475410.1
61420	NW_022475411.1
61420	NW_022475412.1
61420	NW_022475413.1
61420	NW_022475414.1
61420	NW_022475415.1
61420	NW_022475416.1
61420	NW_022475417.1
61420	NW_022475418.1
61420	NW_022475419.1
61420	NW_022475420.1
61420	NW_022475421.1
61420	NW_022475422.1
61420	NW_022475423.1
61420	NW_022475424.1
61420	NW_022475425.1
61420	NW_022475426.1
61420	NW_022475427.1
61420	NW_022475428.1
61420	NW_022475429.1
61420	NW_022475430.1
61420	NW_022475431.1
61420	NW_022475432.1
61420	NW_022475433.1
61420	NW_022475434.1
61420	NW_022475435.1
61420	NW_022475436.1
61420	NW_022475437.1
61420	NW_022475438.1
61420	NW_022475439.1
61420	NW_022475440.1
61420	NW_022475441.1
61420	NW_022475442.1
61420	NW_022475443.1
61420	NW_022475444.1
61420	NW_022475445.1
61420	NW_022475446.1
61420	NW_022475447.1
61420	NW_022475448.1
61420	NW_022475449.1
61420	NW_022475450.1
61420	NW_022475451.1
61420	NW_022475452.1
61420	NW_022475453.1
61420	NW_022475454.1
61420	NW_022475455.1
61420	NW_022475456.1
61420	NW_022475457.1
61420	NW_022475458.1
61420	NW_022475459.1
61420	NW_022475460.1
61420	NW_022475461.1
61420	NW_022475462.1
61420	NW_022475463.1
61420	NW_022475464.1
61420	NW_022475465.1
61420	NW_022475466.1
61420	NW_022475467.1
61420	NW_022475468.1
61420	NW_022475469.1
61420	NW_022475470.1
61420	NW_022475471.1
61420	NW_022475472.1
61420	NW_022475473.1
61420	NW_022475474.1
61420	NW_022475475.1
61420	NW_022475476.1
61420	NW_022475477.1
61420	NW_022475478.1
61420	NW_022475479.1
61420	NW_022475480.1
61420	NW_022475481.1
61420	NW_022475482.1
61420	NW_022475483.1
61420	NW_022475484.1
61420	NW_022475485.1
61420	NW_022475486.1
61420	NW_022475487.1
61420	NW_022475488.1
61420	NW_022475489.1
61420	NW_022475490.1
61420	NW_022475491.1
61420	NW_022475492.1
61420	NW_022475493.1
61420	NW_022475494.1
61420	NW_022475495.1
61420	NW_022475496.1
61420	NW_022475497.1
61420	NW_022475498.1
61420	NW_022475499.1
61420	NW_022475500.1
61420	NW_022475501.1
61420	NW_022475502.1
61420	NW_022475503.1
61420	NW_022475504.1
61420	NW_022475505.1
61420	NW_022475506.1
61420	NW_022475507.1
61420	NW_022475508.1
61420	NW_022475509.1
61420	NW_022475510.1
61420	NW_022475511.1
61420	NW_022475512.1
61420	NW_022475513.1
61420	NW_022475514.1
61420	NW_022475515.1
61420	NW_022475516.1
61420	NW_022475517.1
61420	NW_022475518.1
61420	NW_022475519.1
61420	NW_022475520.1
61420	NW_022475521.1
61420	NW_022475522.1
61420	NW_022475523.1
61420	NW_022475524.1
61420	NW_022475525.1
61420	NW_022475526.1
61420	NW_022475527.1
61420	NW_022475528.1
61420	NW_022475529.1
61420	NW_022475530.1
61420	NW_022475531.1
61420	NW_022475532.1
61420	NW_022475533.1
61420	NW_022475534.1
61420	NW_022475535.1
61420	NW_022475536.1
61420	NW_022475537.1
61420	NW_022475538.1
61420	NW_022475539.1
61420	NW_022475540.1
61420	NW_022475541.1
61420	NW_022475542.1
61420	NW_022475543.1
61420	NW_022475544.1
61420	NW_022475545.1
61420	NW_022475546.1
61420	NW_022475547.1
61420	NW_022475548.1
61420	NW_022475549.1
61420	NW_022475550.1
61420	NW_022475551.1
61420	NW_022475552.1
61420	NW_022475553.1
61420	NW_022475554.1
61420	NW_022475555.1
61420	NW_022475556.1
61420	NW_022475557.1
61420	NW_022475558.1
61420	NW_022475559.1
61420	NW_022475560.1
61420	NW_022475561.1
61420	NW_022475562.1
61420	NW_022475563.1
61420	NW_022475565.1
61420	NW_022475566.1
61420	NW_022475567.1
61420	NW_022475568.1
61420	NW_022475569.1
61420	NW_022475570.1
61420	NW_022475571.1
61420	NW_022475572.1
61420	NW_022475573.1
61420	NW_022475575.1
61420	NW_022475576.1
61420	NW_022475577.1
61420	NW_022475578.1
61420	NW_022475579.1
61420	NW_022475580.1
61420	NW_022475581.1
61420	NW_022475582.1
61420	NW_022475583.1
61420	NW_022475584.1
61420	NW_022475585.1
61420	NW_022475586.1
61420	NW_022475587.1
61420	NW_022475588.1
61420	NW_022475589.1
61420	NW_022475590.1
61420	NW_022475591.1
61420	NW_022475592.1
61420	NW_022475593.1
61420	NW_022475594.1
61420	NW_022475595.1
61420	NW_022475596.1
61420	NW_022475597.1
61420	NW_022475598.1
61420	NW_022475599.1
61420	NW_022475600.1
61420	NW_022475601.1
61420	NW_022475603.1
61420	NW_022475604.1
61420	NW_022475605.1
61420	NW_022475606.1
61420	NW_022475607.1
61420	NW_022475608.1
61420	NW_022475609.1
61420	NW_022475610.1
61420	NW_022475611.1
61420	NW_022475612.1
61420	NW_022475613.1
61420	NW_022475614.1
61420	NW_022475615.1
61420	NW_022475617.1
61420	NW_022475618.1
61420	NW_022475619.1
61420	NW_022475620.1
61420	NW_022475621.1
61420	NW_022475622.1
61420	NW_022475623.1
61420	NW_022475624.1
61420	NW_022475625.1
61420	NW_022475626.1
61420	NW_022475627.1
61420	NW_022475628.1
61420	NW_022475629.1
61420	NW_022475630.1
61420	NW_022475631.1
61420	NW_022475632.1
61420	NW_022475633.1
61420	NW_022475634.1
61420	NW_022475635.1
61420	NW_022475636.1
61420	NW_022475637.1
61420	NW_022475638.1
61420	NW_022475639.1
61420	NW_022475640.1
61420	NW_022475641.1
61420	NW_022475642.1
61420	NW_022475643.1
61420	NW_022475644.1
61420	NW_022475645.1
61420	NW_022475647.1
61420	NW_022475648.1
61420	NW_022475649.1
61420	NW_022475650.1
61420	NW_022475651.1
61420	NW_022475653.1
61420	NW_022475655.1
61420	NW_022475656.1
61420	NW_022475657.1
61420	NW_022475659.1
61420	NW_022475660.1
61420	NW_022475661.1
61420	NW_022475662.1
61420	NW_022475663.1
61420	NW_022475665.1
61420	NW_022475666.1
61420	NW_022475667.1
61420	NW_022475668.1
61420	NW_022475669.1
61420	NW_022475671.1
61420	NW_022475672.1
61420	NW_022475673.1
61420	NW_022475674.1
61420	NW_022475675.1
61420	NW_022475676.1
61420	NW_022475677.1
61420	NW_022475678.1
61420	NW_022475679.1
61420	NW_022475680.1
61420	NW_022475681.1
61420	NW_022475682.1
61420	NW_022475683.1
61420	NW_022475684.1
61420	NW_022475685.1
61420	NW_022475686.1
61420	NW_022475687.1
61420	NW_022475688.1
61420	NW_022475689.1
61420	NW_022475690.1
61420	NW_022475691.1
61420	NW_022475692.1
61420	NW_022475693.1
61420	NW_022475694.1
61420	NW_022475695.1
61420	NW_022475696.1
61420	NW_022475697.1
61420	NW_022475698.1
61420	NW_022475699.1
61420	NW_022475700.1
61420	NW_022475701.1
61420	NW_022475702.1
61420	NW_022475704.1
61420	NW_022475706.1
61420	NW_022475707.1
61420	NW_022475708.1
61420	NW_022475710.1
61420	NW_022475711.1
61420	NW_022475712.1
61420	NW_022475713.1
61420	NW_022475714.1
61420	NW_022475715.1
61420	NW_022475716.1
61420	NW_022475717.1
61420	NW_022475719.1
61420	NW_022475720.1
61420	NW_022475721.1
61420	NW_022475723.1
61420	NW_022475724.1
61420	NW_022475727.1
61420	NW_022475728.1
61420	NW_022475729.1
61420	NW_022475730.1
61420	NW_022475731.1
61420	NW_022475732.1
61420	NW_022475733.1
61420	NW_022475734.1
61420	NW_022475735.1
61420	NW_022475736.1
61420	NW_022475737.1
61420	NW_022475740.1
61420	NW_022475741.1
61420	NW_022475742.1
61420	NW_022475744.1
61420	NW_022475745.1
61420	NW_022475747.1
61420	NW_022475748.1
61420	NW_022475749.1
61420	NW_022475750.1
61420	NW_022475752.1
61420	NW_022475753.1
61420	NW_022475754.1
61420	NW_022475757.1
61420	NW_022475763.1
61420	NW_022475764.1
61420	NW_022475766.1
61420	NW_022475768.1
61420	NW_022475770.1
61420	NW_022475771.1
61420	NW_022475776.1
61420	NW_022475777.1
61420	NW_022475778.1
61420	NW_022475779.1
61420	NW_022475780.1
61420	NW_022475782.1
61420	NW_022475783.1
61420	NW_022475785.1
61420	NW_022475786.1
61420	NW_022475790.1
61420	NW_022475791.1
61420	NW_022475796.1
61420	NW_022475798.1
61420	NW_022475802.1
61420	NW_022475806.1
61420	NW_022475807.1
61420	NW_022475808.1
61420	NW_022475814.1
61420	NW_022475815.1
61420	NW_022475816.1
61420	NW_022475818.1
61420	NW_022475822.1
61420	NW_022475828.1
61420	NW_022475829.1
61420	NW_022475831.1
61420	NW_022475833.1
61420	NW_022475837.1
61420	NW_022475840.1
61420	NW_022475843.1
61420	NW_022475844.1
61420	NW_022475847.1
61420	NW_022475850.1
61420	NW_022475851.1
61420	NW_022475853.1
61420	NW_022475861.1
61420	NW_022475866.1
61420	NW_022475867.1
61420	NW_022475874.1
61420	NW_022475876.1
61420	NW_022475883.1
61420	NW_022475888.1
61420	NW_022475892.1
61420	NW_022475896.1
61420	NW_022475899.1
61420	NW_022475910.1
61420	NW_022475926.1
61420	NW_022475962.1
61420	NW_022475971.1
61420	NW_022475564.1
61420	NW_022475602.1
61420	NW_022475616.1
61420	NW_022475646.1
61420	NW_022475652.1
61420	NW_022475658.1
61420	NW_022475664.1
61420	NW_022475705.1
61420	NW_022475709.1
61420	NW_022475726.1
61420	NW_022475738.1
61420	NW_022475739.1
61420	NW_022475751.1
61420	NW_022475755.1
61420	NW_022475759.1
61420	NW_022475761.1
61420	NW_022475769.1
61420	NW_022475795.1
61420	NW_022475797.1
61420	NW_022475800.1
61420	NW_022475804.1
61420	NW_022475810.1
61420	NW_022475824.1
61420	NW_022475848.1
61420	NW_022475855.1
61420	NW_022475574.1
61420	NW_022475654.1
61420	NW_022475722.1
61420	NW_022475725.1
61420	NW_022475756.1
61420	NW_022475760.1
61420	NW_022475767.1
61420	NW_022475772.1
61420	NW_022475774.1
61420	NW_022475775.1
61420	NW_022475784.1
61420	NW_022475789.1
61420	NW_022475799.1
61420	NW_022475801.1
61420	NW_022475821.1
61420	NW_022475823.1
61420	NW_022475827.1
61420	NW_022475832.1
61420	NW_022475834.1
61420	NW_022475835.1
61420	NW_022475841.1
61420	NW_022475856.1
61420	NW_022475864.1
61420	NW_022475868.1
61420	NW_022475881.1
61420	NW_022475884.1
61420	NW_022475893.1
61420	NW_022475895.1
61420	NW_022475916.1
61420	NW_022475924.1
61420	NW_022475929.1
61420	NW_022475935.1
61420	NW_022475948.1
61420	NW_022475960.1
61420	NW_022475703.1
61420	NW_022475718.1
61420	NW_022475758.1
61420	NW_022475781.1
61420	NW_022475787.1
61420	NW_022475803.1
61420	NW_022475842.1
61420	NW_022475873.1
61420	NW_022475765.1
61420	NW_022475788.1
61420	NW_022475813.1
61420	NW_022475817.1
61420	NW_022475820.1
61420	NW_022475825.1
61420	NW_022475838.1
61420	NW_022475849.1
61420	NW_022475854.1
61420	NW_022475869.1
63405	NC_012832.1
63577	NC_048477.1
64372	NC_042229.1
64495	NC_006836.1
64499	NC_045905.1
64609	NC_030340.1
64657	NC_036422.1
64660	NC_038223.1
67723	NC_045200.1
67725	NC_045194.1
71150	NC_045203.1
71617	NC_031384.1
71688	NC_037777.1
71966	NC_038056.1
71967	NC_038054.1
72119	NC_049125.1
72228	NC_034659.1
73501	NC_022834.1
73517	NC_050341.1
73518	NC_050376.1
73520	NC_050846.1
74035	NC_012828.1
74035	NW_022983863.1
74035	NW_022983864.1
74035	NW_022983865.1
74035	NW_022983866.1
74035	NW_022983867.1
74410	NC_036417.1
76328	NC_046500.1
76775	NC_039455.1
76775	NC_040193.1
76775	NC_040194.1
76775	NC_040195.1
76775	NC_040196.1
76775	NC_040197.1
76775	NC_040198.1
76775	NC_040199.1
76775	NC_040200.1
76775	NC_040201.1
77105	NC_025200.1
78898	NC_006838.1
79858	NC_027422.1
80600	NC_042699.1
80606	NC_046501.1
81056	NC_050681.1
82268	NC_003048.1
86788	NC_044483.1
87229	NW_024066075.1
87229	NW_024066076.1
87229	NW_024066077.1
87229	NW_024066078.1
87229	NW_024066079.1
87229	NW_024066080.1
87229	NW_024066081.1
87229	NW_024066082.1
87229	NW_024066083.1
87229	NW_024066084.1
87229	NW_024066085.1
87229	NW_024066086.1
87229	NW_024066087.1
87229	NW_024066088.1
87229	NW_024066089.1
87229	NW_024066090.1
87229	NW_024066091.1
87229	NW_024066092.1
87229	NW_024066093.1
87229	NW_024066094.1
87229	NW_024066095.1
87229	NW_024066096.1
87229	NW_024066097.1
87229	NW_024066098.1
87229	NW_024066099.1
87229	NW_024066100.1
87229	NW_024066101.1
87229	NW_024066102.1
87229	NW_024066103.1
87229	NW_024066104.1
87229	NW_024066105.1
87325	NC_045196.1
87326	NC_045197.1
89243	NC_042772.1
89940	NC_030600.1
92950	NC_050879.1
98342	NC_036998.1
100756	NC_033903.1
100816	NC_018359.1
101028	NC_046566.1
101201	NC_037075.1
101852	NC_031375.1
104198	NC_037757.1
105984	NW_021167108.1
105984	NW_021167117.1
105984	NW_021167118.1
105984	NW_021167119.1
105984	NW_021167120.1
105984	NW_021167121.1
105984	NW_021167122.1
105984	NW_021167123.1
105984	NW_021167124.1
105984	NW_021167125.1
105984	NW_021167126.1
105984	NW_021167109.1
105984	NW_021167127.1
105984	NW_021167128.1
105984	NW_021167129.1
105984	NW_021167130.1
105984	NW_021167131.1
105984	NW_021167132.1
105984	NW_021167133.1
105984	NW_021167134.1
105984	NW_021167135.1
105984	NW_021167136.1
105984	NW_021167110.1
105984	NW_021167137.1
105984	NW_021167138.1
105984	NW_021167139.1
105984	NW_021167111.1
105984	NW_021167112.1
105984	NW_021167113.1
105984	NW_021167114.1
105984	NW_021167115.1
105984	NW_021167116.1
108901	NC_044675.1
109760	NC_003052.1
109760	NC_003061.1
109764	NC_004760.1
111463	NC_030164.1
111670	NC_036309.1
112416	NW_023501036.1
112416	NW_023501037.1
112416	NW_023501038.1
112416	NW_023501039.1
112416	NW_023501040.1
112416	NW_023501041.1
112416	NW_023501042.1
112416	NW_023501043.1
112416	NW_023501044.1
112416	NW_023501045.1
112416	NW_023501046.1
112416	NW_023501047.1
112416	NW_023501048.1
112416	NW_023501049.1
112416	NW_023501050.1
112416	NW_023501051.1
112416	NW_023501052.1
112416	NW_023501053.1
112416	NW_023501054.1
112416	NW_023501055.1
112416	NW_023501056.1
112416	NW_023501057.1
112416	NW_023501059.1
112416	NW_023501060.1
112416	NW_023501061.1
112416	NW_023501062.1
112416	NW_023501063.1
112416	NW_023501064.1
112416	NW_023501065.1
112416	NW_023501066.1
112416	NW_023501067.1
112416	NW_023501068.1
112416	NW_023501069.1
112416	NW_023501070.1
112416	NW_023501071.1
112416	NW_023501072.1
112416	NW_023501073.1
112416	NW_023501074.1
112416	NW_023501075.1
112416	NW_023501076.1
112416	NW_023501077.1
112416	NW_023501078.1
112416	NW_023501079.1
112416	NW_023501080.1
112416	NW_023501081.1
112416	NW_023501082.1
112416	NW_023501083.1
112416	NW_023501084.1
112416	NW_023501085.1
112416	NW_023501086.1
112416	NW_023501087.1
112416	NW_023501088.1
112416	NW_023501089.1
112416	NW_023501090.1
112416	NW_023501091.1
112416	NW_023501092.1
112416	NW_023501093.1
112416	NW_023501094.1
112416	NW_023501095.1
112416	NW_023501096.1
112416	NW_023501097.1
112416	NW_023501099.1
112416	NW_023501100.1
112416	NW_023501101.1
112416	NW_023501102.1
112416	NW_023501103.1
112416	NW_023501104.1
112416	NW_023501105.1
112416	NW_023501106.1
112416	NW_023501107.1
112416	NW_023501108.1
112416	NW_023501109.1
112416	NW_023501110.1
112416	NW_023501111.1
112416	NW_023501112.1
112416	NW_023501113.1
112416	NW_023501114.1
112416	NW_023501115.1
112416	NW_023501116.1
112416	NW_023501117.1
112416	NW_023501118.1
112416	NW_023501119.1
112416	NW_023501120.1
112416	NW_023501121.1
112416	NW_023501122.1
112416	NW_023501123.1
112416	NW_023501124.1
112416	NW_023501125.1
112416	NW_023501126.1
112416	NW_023501127.1
112416	NW_023501128.1
112416	NW_023501129.1
112416	NW_023501130.1
112416	NW_023501131.1
112416	NW_023501132.1
112416	NW_023501133.1
112416	NW_023501134.1
112416	NW_023501135.1
112416	NW_023501136.1
112416	NW_023501137.1
112416	NW_023501138.1
112416	NW_023501139.1
112416	NW_023501140.1
112416	NW_023501141.1
112416	NW_023501142.1
112416	NW_023501143.1
112416	NW_023501144.1
112416	NW_023501145.1
112416	NW_023501146.1
112416	NW_023501147.1
112416	NW_023501148.1
112416	NW_023501149.1
112416	NW_023501150.1
112416	NW_023501151.1
112416	NW_023501152.1
112416	NW_023501153.1
112416	NW_023501154.1
112416	NW_023501155.1
112416	NW_023501156.1
112416	NW_023501157.1
112416	NW_023501158.1
112416	NW_023501159.1
112416	NW_023501160.1
112416	NW_023501162.1
112416	NW_023501163.1
112416	NW_023501164.1
112416	NW_023501165.1
112416	NW_023501166.1
112416	NW_023501167.1
112416	NW_023501168.1
112416	NW_023501169.1
112416	NW_023501170.1
112416	NW_023501171.1
112416	NW_023501172.1
112416	NW_023501173.1
112416	NW_023501174.1
112416	NW_023501175.1
112416	NW_023501176.1
112416	NW_023501177.1
112416	NW_023501178.1
112416	NW_023501179.1
112416	NW_023501180.1
112416	NW_023501181.1
112416	NW_023501182.1
112416	NW_023501183.1
112416	NW_023501184.1
112416	NW_023501185.1
112416	NW_023501186.1
112416	NW_023501187.1
112416	NW_023501188.1
112416	NW_023501190.1
112416	NW_023501192.1
112416	NW_023501193.1
112416	NW_023501194.1
112416	NW_023501196.1
112498	NW_019716255.1
112498	NW_019716256.1
112498	NW_019716257.1
112498	NW_019716258.1
112498	NW_019716259.1
112498	NW_019716260.1
112498	NW_019716261.1
112498	NW_019716262.1
112498	NW_019716263.1
112498	NW_019716264.1
112498	NW_019716265.1
112498	NW_019716266.1
112498	NW_019716267.1
112498	NW_019716268.1
112498	NW_019716269.1
112498	NW_019716270.1
112498	NW_019716271.1
112498	NW_019716272.1
112498	NW_019716273.1
112498	NW_019716274.1
112498	NW_019716275.1
112498	NW_019716276.1
112498	NW_019716277.1
112498	NW_019716278.1
112498	NW_019716279.1
112498	NW_019716280.1
112498	NW_019716281.1
112498	NW_019716282.1
112498	NW_019716283.1
112498	NW_019716284.1
112498	NW_019716285.1
112498	NW_019716286.1
112498	NW_019716288.1
112498	NW_019716290.1
112498	NW_019716291.1
112498	NW_019716294.1
112498	NW_019716296.1
112498	NW_019716297.1
112498	NW_019716300.1
112498	NW_019716302.1
112498	NW_019716303.1
112498	NW_019716304.1
112498	NW_019716305.1
113602	NC_046502.1
114524	NC_031184.1
114525	NC_031185.1
114526	NC_031514.1
116794	NC_040159.1
117010	NC_039443.1
117018	NC_039439.1
117066	NC_039441.1
117070	NC_039442.1
117179	NC_010651.1
117820	NC_042879.1
118266	NC_011194.1
119676	NC_012830.1
121627	NC_049561.1
121627	NC_049562.1
121627	NC_049563.1
121627	NC_049564.1
121627	NC_049565.1
121627	NC_049566.1
121759	NC_007935.1
122368	NC_036770.1
122368	NC_036772.1
122368	NC_036773.1
122368	NC_036771.1
122368	NC_036774.1
122368	NC_036775.1
122368	NC_036776.1
122368	NC_036777.1
122368	NC_036778.1
122368	NC_036779.1
122368	NW_019671915.1
122368	NW_019671891.1
122368	NW_019671875.1
122368	NW_019671864.1
122368	NW_019671911.1
122368	NW_019671901.1
122368	NW_019671872.1
122368	NW_019671775.1
122368	NW_019671877.1
122368	NW_019671792.1
122368	NW_019671769.1
122368	NW_019671783.1
122368	NW_019671770.1
122368	NW_019671768.1
122368	NW_019671866.1
122368	NW_019671765.1
122368	NW_019671874.1
122368	NW_019671865.1
122368	NW_019671766.1
122368	NW_019671774.1
122368	NW_019671763.1
122368	NW_019671910.1
122368	NW_019671764.1
131541	NC_037775.1
132259	NW_022475044.1
132259	NW_022475024.1
132259	NW_022475045.1
132259	NW_022475046.1
132259	NW_022475047.1
132259	NW_022475048.1
132259	NW_022475114.1
132259	NW_022475049.1
132259	NW_022475050.1
132259	NW_022475051.1
132259	NW_022475052.1
132259	NW_022475053.1
132259	NW_022475015.1
132259	NW_022475018.1
132259	NW_022475115.1
132259	NW_022475054.1
132259	NW_022475055.1
132259	NW_022475116.1
132259	NW_022475056.1
132259	NW_022475057.1
132259	NW_022475058.1
132259	NW_022475059.1
132259	NW_022475060.1
132259	NW_022475061.1
132259	NW_022475117.1
132259	NW_022475062.1
132259	NW_022475063.1
132259	NW_022475019.1
132259	NW_022475118.1
132259	NW_022475064.1
132259	NW_022475119.1
132259	NW_022475065.1
132259	NW_022475066.1
132259	NW_022475067.1
132259	NW_022475068.1
132259	NW_022475069.1
132259	NW_022475070.1
132259	NW_022475120.1
132259	NW_022475071.1
132259	NW_022475072.1
132259	NW_022475073.1
132259	NW_022475121.1
132259	NW_022475020.1
132259	NW_022475122.1
132259	NW_022475123.1
132259	NW_022475074.1
132259	NW_022475075.1
132259	NW_022475076.1
132259	NW_022475025.1
132259	NW_022475077.1
132259	NW_022475078.1
132259	NW_022475079.1
132259	NW_022475080.1
132259	NW_022475081.1
132259	NW_022475082.1
132259	NW_022475083.1
132259	NW_022475021.1
132259	NW_022475084.1
132259	NW_022475085.1
132259	NW_022475086.1
132259	NW_022475087.1
132259	NW_022475088.1
132259	NW_022475089.1
132259	NW_022475090.1
132259	NW_022475091.1
132259	NW_022475092.1
132259	NW_022475093.1
132259	NW_022475022.1
132259	NW_022475094.1
132259	NW_022475095.1
132259	NW_022475124.1
132259	NW_022475096.1
132259	NW_022475097.1
132259	NW_022475098.1
132259	NW_022475099.1
132259	NW_022475100.1
132259	NW_022475125.1
132259	NW_022475101.1
132259	NW_022475102.1
132259	NW_022475103.1
132259	NW_022475023.1
132259	NW_022475126.1
132259	NW_022475104.1
132259	NW_022475105.1
132259	NW_022475127.1
132259	NW_022475106.1
132259	NW_022475107.1
132259	NW_022475108.1
132259	NW_022475109.1
132259	NW_022475110.1
132259	NW_022475111.1
132259	NW_022475112.1
132259	NW_022475113.1
132259	NW_022475016.1
132259	NW_022475017.1
132259	NW_022475026.1
132259	NW_022475027.1
132259	NW_022475028.1
132259	NW_022475029.1
132259	NW_022475030.1
132259	NW_022475031.1
132259	NW_022475032.1
132259	NW_022475033.1
132259	NW_022475034.1
132259	NW_022475035.1
132259	NW_022475036.1
132259	NW_022475037.1
132259	NW_022475038.1
132259	NW_022475039.1
132259	NW_022475040.1
132259	NW_022475041.1
132259	NW_022475042.1
132259	NW_022475128.1
132259	NW_022475043.1
132259	NW_022475129.1
132259	NW_022475130.1
132259	NW_022475131.1
132259	NW_022475132.1
132259	NW_022475133.1
132259	NW_022475134.1
132259	NW_022475135.1
132259	NW_022475136.1
132259	NW_022475137.1
132259	NW_022475138.1
132259	NW_022475140.1
132259	NW_022475141.1
132259	NW_022475144.1
132259	NW_022475145.1
132259	NW_022475146.1
132259	NW_022475147.1
132259	NW_022475148.1
132259	NW_022475149.1
132259	NW_022475150.1
132259	NW_022475151.1
132259	NW_022475152.1
132259	NW_022475153.1
132259	NW_022475154.1
132259	NW_022475155.1
132259	NW_022475156.1
132259	NW_022475157.1
132259	NW_022475158.1
132259	NW_022475159.1
132259	NW_022475160.1
132259	NW_022475161.1
132259	NW_022475163.1
132259	NW_022475164.1
132259	NW_022475165.1
132259	NW_022475166.1
132259	NW_022475167.1
132259	NW_022475168.1
132259	NW_022475171.1
132259	NW_022475172.1
132259	NW_022475173.1
132259	NW_022475175.1
132259	NW_022475177.1
132259	NW_022475181.1
132259	NW_022475186.1
132259	NW_022475187.1
132259	NW_022475188.1
132259	NW_022475190.1
132259	NW_022475194.1
132259	NW_022475198.1
132259	NW_022475202.1
132259	NW_022475206.1
132259	NW_022475211.1
132259	NW_022475235.1
132259	NW_022475236.1
132259	NW_022475139.1
132259	NW_022475142.1
132259	NW_022475143.1
132259	NW_022475162.1
132259	NW_022475170.1
132259	NW_022475174.1
132259	NW_022475185.1
132259	NW_022475169.1
132259	NW_022475178.1
132259	NW_022475183.1
132259	NW_022475191.1
132259	NW_022475201.1
132259	NW_022475217.1
132259	NW_022475197.1
132259	NW_022475179.1
132259	NW_022475180.1
132259	NW_022475182.1
135832	NC_050374.1
135833	NC_050840.1
136281	NC_039163.1
139641	NW_024065842.1
139641	NW_024065843.1
139641	NW_024065844.1
139641	NW_024065845.1
139641	NW_024065846.1
139641	NW_024065847.1
139641	NW_024065848.1
139641	NW_024065849.1
139641	NW_024065850.1
139641	NW_024065851.1
139641	NW_024065852.1
139641	NW_024065853.1
139641	NW_024065854.1
139641	NW_024065855.1
139641	NW_024065856.1
139641	NW_024065857.1
139641	NW_024065858.1
139641	NW_024065859.1
139641	NW_024065860.1
139641	NW_024065861.1
139641	NW_024065862.1
139641	NW_024065863.1
139641	NW_024065864.1
139641	NW_024065865.1
139641	NW_024065866.1
139641	NW_024065867.1
139641	NW_024065868.1
139641	NW_024065869.1
139641	NW_024065870.1
139641	NW_024065871.1
139641	NW_024065872.1
139641	NW_024065873.1
139641	NW_024065874.1
139641	NW_024065875.1
139641	NW_024065876.1
139641	NW_024065877.1
139641	NW_024065878.1
139641	NW_024065879.1
139641	NW_024065880.1
139641	NW_024065881.1
139641	NW_024065882.1
139641	NW_024065883.1
139641	NW_024065884.1
139641	NW_024065885.1
139641	NW_024065886.1
139641	NW_024065887.1
139641	NW_024065888.1
139641	NW_024065889.1
139641	NW_024065890.1
139641	NW_024065891.1
139641	NW_024065892.1
139641	NW_024065893.1
139641	NW_024065894.1
139641	NW_024065895.1
139641	NW_024065896.1
139641	NW_024065897.1
139641	NW_024065898.1
139641	NW_024065899.1
139825	NW_020939747.1
139825	NW_020939748.1
139825	NW_020939749.1
139825	NW_020939750.1
139825	NW_020939751.1
139825	NW_020939752.1
139825	NW_020939753.1
139825	NW_020939754.1
139825	NW_020939755.1
139825	NW_020939756.1
139825	NW_020939757.1
139825	NW_020939758.1
139825	NW_020939759.1
139825	NW_020939760.1
139825	NW_020939761.1
139825	NW_020939762.1
139825	NW_020939763.1
139825	NW_020939764.1
139825	NW_020939765.1
139825	NW_020939766.1
139825	NW_020939767.1
139825	NW_020939768.1
139825	NW_020939774.1
139825	NW_020939778.1
139825	NW_020939769.1
139825	NW_020939770.1
139825	NW_020939771.1
139825	NW_020939772.1
139825	NW_020939773.1
139825	NW_020939775.1
139825	NW_020939776.1
139825	NW_020939777.1
142670	NC_035940.1
143885	NC_039633.1
145971	NC_029213.1
146777	NC_050041.1
148305	NW_022156716.1
148305	NW_022156717.1
148305	NC_044973.1
148305	NW_022156718.1
148305	NW_022156719.1
148305	NW_022156720.1
148305	NC_044975.1
148305	NC_044974.1
148305	NW_022156722.1
148305	NW_022156721.1
148305	NW_022156723.1
148305	NW_022156724.1
148305	NW_022156725.1
148305	NW_022156729.1
148305	NW_022156728.1
